idx,annotation,so_title,so_api,target_api,overlap_api,unk_token
100553,<unk> this goal base to a rtf string,How do I take the end off of a String in Java/Android?,"java.lang.String.lastIndexOf,java.lang.String.substring,java.lang.String.lastIndexOf,java.lang.String.substring",ArrayList . size String . length String . substring,arraylist.size string.length string.substring,FALSE
299311,create a new converter for the given source and target classes,What is the difference between using .newInstance() and not using?,"java.lang.Class.newInstance,java.lang.Class.forName,java.lang.Class.newInstance,java.lang.Class.forName",Class . isAssignableFrom Class . getComponentType Class . isAssignableFrom,class.isassignablefrom class.getcomponenttype class.isassignablefrom,FALSE
1767080,return back a specific card from the database with the indicated uuid,who can access each LinkedHashMap from List Of LinkedHashMap,java.util.List.get,UUID . toString PreparedStatement . setString PreparedStatement . executeQuery,uuid.tostring preparedstatement.setstring preparedstatement.executequery,FALSE
86972,this method adds a game object to the array list of dv ds,Using string as name for objects in Java,"java.util.Map.get,java.util.Map.put,java.util.Map.get,java.util.Map.put",ArrayList . add ArrayList . size,arraylist.add arraylist.size,FALSE
1180359,"check if <unk> is equal to <unk> in either the sense that they are the same object or , if both are non null if they are equal in the cod <unk> code sense",Why does .equals() result in an Assertion Error when comparing two objects...but only sometimes?,"java.lang.Object.equals,java.lang.String.equals,java.lang.Object.equals,java.lang.String.equals",Object . getClass Array . getLength Array . get Object . equals,object.getclass array.getlength array.get object.equals,FALSE
1495159,check if current theme is <unk>,String input doesn't work in if-else statement,"java.lang.String.equalsIgnoreCase,java.lang.String.equals,java.lang.String.equalsIgnoreCase,java.lang.String.equals",String . length String . equals,string.length string.equals,FALSE
1484379,optimize version of the <unk> and <unk> algorithm that only keeps a single column in the matrix in memory at a time,Constrain Rectangle within Rectangle,"java.lang.Math.max,java.lang.Math.min,java.lang.Math.max,java.lang.Math.min",String . length Math . min String . length String . charAt Math . min String . length String . charAt Math . min,string.length math.min string.length string.charat math.min string.length string.charat math.min,FALSE
1017591,return url to web h cat in format like http : : ort <unk> v1,How to extract a date from a string and put it into a date variable in Java,"java.lang.String.indexOf,java.lang.String.substring,java.lang.String.indexOf,java.lang.String.substring","List < String > . get Map < String , String > . get String . isEmpty Map < String , String > . get String . format",list.get map.get string.isempty map.get string.format,FALSE
446008,like math,Java - How to round up float (or BigDecimal ) value by 0.5?,"java.lang.Math.round,java.lang.Math.floor,java.lang.Math.ceil,java.lang.Math.round,java.lang.Math.floor,java.lang.Math.ceil,java.lang.Math.round,java.lang.Math.floor,java.lang.Math.ceil",Double . isNaN Math . min,double.isnan math.min,FALSE
89924,remove a person from this floor,Java sibling removal throws ConcurrentModificationException,"java.util.Iterator.remove,java.util.List.remove,java.util.Iterator.remove,java.util.List.remove",ArrayList . get ArrayList . remove,arraylist.get arraylist.remove,FALSE
294237,return whether module compatible with this version of mesquite,Java dynamic function calling,"java.lang.Class.getMethod,java.lang.reflect.Method.invoke,java.lang.Class.getMethod,java.lang.reflect.Method.invoke",Class . getName Class . getSuperclass Class . getName Class . getSuperclass Class . getName,class.getname class.getsuperclass class.getname class.getsuperclass class.getname,FALSE
1463569,get locale string from language which may have <unk> set,How do I split strings in J2ME?,"java.lang.String.split,java.lang.String.indexOf,java.lang.String.substring,java.lang.String.split,java.lang.String.indexOf,java.lang.String.substring,java.lang.String.split,java.lang.String.indexOf,java.lang.String.substring",String . indexOf String . substring,string.indexof string.substring,FALSE
224063,read the properties file,Retrieving command line -D options in Java,"java.lang.System.getenv,java.lang.System.getProperty,java.lang.System.getenv,java.lang.System.getProperty",BufferedReader . readLine String . trim String . length String . startsWith List . add BufferedReader . readLine,bufferedreader.readline string.trim string.length string.startswith list.add bufferedreader.readline,FALSE
1072234,"if it is a system field , evaluates it , if not , returns the normal field value from the record","Updating mapped values for a TreeMap<String, TreeSet<String>>","java.util.Map.get,java.util.Map.put,java.util.Map.get,java.util.Map.put","Map < QName > . get Map < QName , Object > . get",map.get map.get,FALSE
1486865,validate the <unk> password <unk>,"How to match letters only using java regex, matches method?","java.util.regex.Pattern.compile,java.lang.String.matches,java.util.regex.Pattern.compile,java.lang.String.matches",String . length String . charAt Character . isDigit String . length String . charAt Character . isDigit,string.length string.charat character.isdigit string.length string.charat character.isdigit,FALSE
1463262,"check if str is a timestamp , a time or a date",Cut a Date String into Variables,java.lang.String.split,String . indexOf String . substring,string.indexof string.substring,FALSE
1546184,parse the version and stores the result in the arrays,"How to match letters only using java regex, matches method?","java.util.regex.Pattern.compile,java.lang.String.matches,java.util.regex.Pattern.compile,java.lang.String.matches",String . toLowerCase String . substring String . toLowerCase String . substring String . replace String . substring Integer . parseInt String . indexOf String . substring String . indexOf Integer . parseInt String . indexOf String . substring Integer . parseInt String . indexOf String . substring String . indexOf String . substring String . equals Integer . parseInt,string.tolowercase string.substring string.tolowercase string.substring string.replace string.substring integer.parseint string.indexof string.substring string.indexof integer.parseint string.indexof string.substring integer.parseint string.indexof string.substring string.indexof string.substring string.equals integer.parseint,FALSE
194471,read the current <unk>,How to test if a double is an integer,"java.lang.Math.floor,java.lang.Math.ceil,java.lang.Math.floor,java.lang.Math.ceil",BigInteger . valueOf BigInteger . add,biginteger.valueof biginteger.add,FALSE
407002,"convert a date to a string in an iso standard format , using a format that is as precise as the caller specifies",Cut a Date String into Variables,java.lang.String.split,DateFormat . format String . replace,dateformat.format string.replace,FALSE
1501085,check if there is a prefix match,What are the differences between PHP and Java?,"java.util.Map.get,java.util.Map.put,java.util.Map.get,java.util.Map.put",String . length String . substring String . length,string.length string.substring string.length,FALSE
544153,return an error message if something is broken or missing and null if everything is fine,Java String Split on any character (including regex special characters),"java.lang.String.split,java.util.regex.Pattern.quote,java.lang.String.split,java.util.regex.Pattern.quote",File . exists File . getAbsolutePath File . length File . getAbsolutePath,file.exists file.getabsolutepath file.length file.getabsolutepath,FALSE
1504713,provide help in interactive mode,Android/Java Time difference ISO 8601 with Now,"java.lang.System.currentTimeMillis,java.util.Date.getTime,java.lang.System.currentTimeMillis,java.util.Date.getTime",String . length String . trim String . equals String . charAt String . indexOf String . length String . substring String . equals String . indexOf String . length,string.length string.trim string.equals string.charat string.indexof string.length string.substring string.equals string.indexof string.length,FALSE
